,pos,contig_id,proteins,origin,order,family,genus
1855,1855,Shigella~phage~75/02~Stx,76,RefSeq-85,Caudovirales,Podoviridae,Pocjvirus
1856,1856,Shigella~phage~Ag3,216,RefSeq-85,Caudovirales,Ackermannviridae,Ag3virus
1857,1857,Shigella~phage~EP23,57,RefSeq-85,Caudovirales,Siphoviridae,Hk578virus
1858,1858,Shigella~phage~POCJ13,79,RefSeq-85,Caudovirales,Podoviridae,Pocjvirus
1859,1859,Shigella~phage~SHBML-50-1,265,RefSeq-85,,,
1860,1860,Shigella~phage~SHFML-11,269,RefSeq-85,,,
1861,1861,Shigella~phage~SHFML-26,269,RefSeq-85,,,
1862,1862,Shigella~phage~SHSML-45,139,RefSeq-85,,,
1863,1863,Shigella~phage~SHSML-52-1,269,RefSeq-85,,,
1864,1864,Shigella~phage~SP18,284,RefSeq-85,Caudovirales,Myoviridae,Sp18virus
1865,1865,Shigella~phage~SfII,58,RefSeq-85,Caudovirales,Myoviridae,
1866,1866,Shigella~phage~SfIV,54,RefSeq-85,Caudovirales,Myoviridae,
1867,1867,Shigella~phage~SfMu,55,RefSeq-85,Caudovirales,Myoviridae,Muvirus
1868,1868,Shigella~phage~Shf125875,267,RefSeq-85,Caudovirales,Myoviridae,Rb69virus
1869,1869,Shigella~phage~Shfl2,265,RefSeq-85,Caudovirales,Myoviridae,T4virus
1870,1870,Shigella~phage~Ss-VASD,74,RefSeq-85,Caudovirales,Podoviridae,Tl2011virus
1871,1871,Shigella~phage~pSb-1,103,RefSeq-85,Caudovirales,Podoviridae,G7cvirus
1872,1872,Shigella~phage~pSf-1,94,RefSeq-85,Caudovirales,Siphoviridae,
1873,1873,Shigella~phage~pSf-2,83,RefSeq-85,Caudovirales,Siphoviridae,T1virus
1874,1874,Shigella~phage~pSs-1,266,RefSeq-85,Caudovirales,Myoviridae,T4virus
1875,1875,Shigella~virus~Sf6,66,RefSeq-85,Caudovirales,Podoviridae,P22virus
1876,1876,Shigella~virus~Shfl1,80,RefSeq-85,Caudovirales,Siphoviridae,T1virus
1877,1877,Silicibacter~phage~DSS3phi2,81,RefSeq-85,Caudovirales,Podoviridae,
1878,1878,Sinorhizobium~phage~PBC5,83,RefSeq-85,Caudovirales,,
1879,1879,Sinorhizobium~phage~phiLM21,72,RefSeq-85,Caudovirales,Siphoviridae,
1880,1880,Sinorhizobium~phage~phiM12,377,RefSeq-85,Caudovirales,Myoviridae,M12virus
1881,1881,Sinorhizobium~phage~phiM9,271,RefSeq-85,Caudovirales,Myoviridae,
1882,1882,Sinorhizobium~phage~phiN3,402,RefSeq-85,Caudovirales,Myoviridae,M12virus
1883,1883,Sodalis~phage~SO1,59,RefSeq-85,Caudovirales,Siphoviridae,Hk578virus
1884,1884,Sodalis~phage~phiSG1,47,RefSeq-85,,,
1885,1885,Sphingomonas~phage~PAU,295,RefSeq-85,Caudovirales,Myoviridae,
1886,1886,Spiroplasma~phage~1-C74,13,RefSeq-85,,Inoviridae,Vespertiliovirus
1887,1887,Spiroplasma~phage~1-R8A2B,12,RefSeq-85,,Inoviridae,Vespertiliovirus
1888,1888,Spiroplasma~phage~4,9,RefSeq-85,,Microviridae,Spiromicrovirus
1889,1889,Spiroplasma~phage~SVTS2,13,RefSeq-85,,Inoviridae,
1890,1890,Spiroplasma~virus~SkV1CR23x,13,RefSeq-85,,Inoviridae,Vespertiliovirus
1891,1891,Staphylococcus~aureus~phage~P68,22,RefSeq-85,Caudovirales,Podoviridae,
1892,1892,Staphylococcus~phage~23MRA,66,RefSeq-85,Caudovirales,Siphoviridae,
1893,1893,Staphylococcus~phage~2638A,57,RefSeq-85,Caudovirales,Siphoviridae,
1894,1894,Staphylococcus~phage~3MRA,66,RefSeq-85,Caudovirales,Siphoviridae,
1895,1895,Staphylococcus~phage~44AHJD,21,RefSeq-85,Caudovirales,Podoviridae,P68virus
1896,1896,Staphylococcus~phage~66,27,RefSeq-85,Caudovirales,Podoviridae,
1897,1897,Staphylococcus~phage~6ec,142,RefSeq-85,Caudovirales,Siphoviridae,Sextaecvirus
1898,1898,Staphylococcus~phage~812,221,RefSeq-85,Caudovirales,Myoviridae,
1899,1899,Staphylococcus~phage~B166,64,RefSeq-85,Caudovirales,Siphoviridae,
1900,1900,Staphylococcus~phage~B236,67,RefSeq-85,Caudovirales,Siphoviridae,
1901,1901,Staphylococcus~phage~BP39,20,RefSeq-85,,,
1902,1902,Staphylococcus~phage~CNPx,69,RefSeq-85,,,
1903,1903,Staphylococcus~phage~DW2,62,RefSeq-85,Caudovirales,Siphoviridae,
1904,1904,Staphylococcus~phage~GH15,214,RefSeq-85,Caudovirales,Myoviridae,Kayvirus
1905,1905,Staphylococcus~phage~GRCS,21,RefSeq-85,Caudovirales,Podoviridae,
1906,1906,Staphylococcus~phage~IME-SA4,62,RefSeq-85,Caudovirales,Siphoviridae,
1907,1907,Staphylococcus~phage~JD007,217,RefSeq-85,Caudovirales,Myoviridae,Kayvirus
1908,1908,Staphylococcus~phage~JS01,66,RefSeq-85,Caudovirales,Siphoviridae,
1909,1909,Staphylococcus~phage~MCE-2014,204,RefSeq-85,Caudovirales,Myoviridae,Kayvirus
1910,1910,Staphylococcus~phage~P108,226,RefSeq-85,Caudovirales,Myoviridae,Kayvirus
1911,1911,Staphylococcus~phage~P954,69,RefSeq-85,Caudovirales,Siphoviridae,
1912,1912,Staphylococcus~phage~PT1028,22,RefSeq-85,,,
1913,1913,Staphylococcus~phage~PVL,62,RefSeq-85,Caudovirales,Siphoviridae,
1914,1914,Staphylococcus~phage~ROSA,74,RefSeq-85,Caudovirales,Siphoviridae,
1915,1915,Staphylococcus~phage~S24-1,21,RefSeq-85,Caudovirales,Podoviridae,
1916,1916,Staphylococcus~phage~S25-3,206,RefSeq-85,Caudovirales,Myoviridae,Kayvirus
1917,1917,Staphylococcus~phage~S25-4,184,RefSeq-85,Caudovirales,Myoviridae,Kayvirus
1918,1918,Staphylococcus~phage~SA1,109,RefSeq-85,Caudovirales,Myoviridae,
1919,1919,Staphylococcus~phage~SA12,58,RefSeq-85,Caudovirales,Siphoviridae,
1920,1920,Staphylococcus~phage~SA13,62,RefSeq-85,Caudovirales,Siphoviridae,
1921,1921,Staphylococcus~phage~SA97,54,RefSeq-85,Caudovirales,Siphoviridae,
1922,1922,Staphylococcus~phage~SAP-2,20,RefSeq-85,Caudovirales,Podoviridae,
1923,1923,Staphylococcus~phage~SLPW,20,RefSeq-85,,,
1924,1924,Staphylococcus~phage~SMSAP5,42,RefSeq-85,Caudovirales,Siphoviridae,
1925,1925,Staphylococcus~phage~SPbeta-like,156,RefSeq-85,Caudovirales,Siphoviridae,
1926,1926,Staphylococcus~phage~Sb-1,168,RefSeq-85,Caudovirales,Myoviridae,Kayvirus
1927,1927,Staphylococcus~phage~SpaA1,63,RefSeq-85,Caudovirales,Siphoviridae,
1928,1928,Staphylococcus~phage~StB12,74,RefSeq-85,Caudovirales,Siphoviridae,
1929,1929,Staphylococcus~phage~StB20,65,RefSeq-85,Caudovirales,Siphoviridae,
1930,1930,Staphylococcus~phage~StB20-like,59,RefSeq-85,Caudovirales,Siphoviridae,
1931,1931,Staphylococcus~phage~StB27,53,RefSeq-85,Caudovirales,Siphoviridae,
1932,1932,Staphylococcus~phage~Stau2,177,RefSeq-85,Caudovirales,Myoviridae,Silviavirus
1933,1933,Staphylococcus~phage~StauST398-1,69,RefSeq-85,Caudovirales,Siphoviridae,
1934,1934,Staphylococcus~phage~StauST398-2,62,RefSeq-85,Caudovirales,Siphoviridae,
1935,1935,Staphylococcus~phage~StauST398-3,69,RefSeq-85,Caudovirales,Siphoviridae,
1936,1936,Staphylococcus~phage~StauST398-4,65,RefSeq-85,Caudovirales,Siphoviridae,
1937,1937,Staphylococcus~phage~StauST398-5,65,RefSeq-85,Caudovirales,Siphoviridae,
1938,1938,Staphylococcus~phage~TEM123,43,RefSeq-85,Caudovirales,Siphoviridae,
1939,1939,Staphylococcus~phage~Team1,217,RefSeq-85,Caudovirales,Myoviridae,kayvirus
1940,1940,Staphylococcus~phage~Twort,195,RefSeq-85,Caudovirales,Myoviridae,Twortvirus
1941,1941,Staphylococcus~phage~YMC/09/04/R1988,62,RefSeq-85,Caudovirales,Siphoviridae,
1942,1942,Staphylococcus~phage~phi2958PVL,60,RefSeq-85,,,
1943,1943,Staphylococcus~phage~phi5967PVL,42,RefSeq-85,Caudovirales,Siphoviridae,
1944,1944,Staphylococcus~phage~phi7401PVL,44,RefSeq-85,Caudovirales,Siphoviridae,
1945,1945,Staphylococcus~phage~phiBU01,46,RefSeq-85,Caudovirales,Siphoviridae,
1946,1946,Staphylococcus~phage~phiIPLA-C1C,203,RefSeq-85,Caudovirales,Myoviridae,Sep1virus
1947,1947,Staphylococcus~phage~phiIPLA-RODI,213,RefSeq-85,Caudovirales,Myoviridae,Kayvirus
1948,1948,Staphylococcus~phage~phiJB,70,RefSeq-85,Caudovirales,Siphoviridae,
1949,1949,Staphylococcus~phage~phiN315,65,RefSeq-85,Caudovirales,Siphoviridae,
1950,1950,Staphylococcus~phage~phiNM,64,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
1951,1951,Staphylococcus~phage~phiNM3,65,RefSeq-85,Caudovirales,Siphoviridae,
1952,1952,Staphylococcus~phage~phiPVL-CN125,65,RefSeq-85,,,
1953,1953,Staphylococcus~phage~phiRS7,62,RefSeq-85,Caudovirales,Siphoviridae,
1954,1954,Staphylococcus~phage~phiSA12,207,RefSeq-85,Caudovirales,Myoviridae,Kayvirus
1955,1955,Staphylococcus~phage~phiSa119,68,RefSeq-85,Caudovirales,Siphoviridae,
1956,1956,Staphylococcus~phage~tp310-1,59,RefSeq-85,,,
1957,1957,Staphylococcus~phage~tp310-2,67,RefSeq-85,Caudovirales,Siphoviridae,
1958,1958,Staphylococcus~phage~tp310-3,58,RefSeq-85,,,
1959,1959,Staphylococcus~phage~vB_SauM_Remus,174,RefSeq-85,Caudovirales,Myoviridae,Silviavirus
1960,1960,Staphylococcus~phage~vB_SauM_Romulus,164,RefSeq-85,Caudovirales,Myoviridae,Silviavirus
1961,1961,Staphylococcus~phage~vB_SauS_phi2,61,RefSeq-85,Caudovirales,Siphoviridae,
1962,1962,Staphylococcus~phage~vB_SepS_SEP9,129,RefSeq-85,Caudovirales,Siphoviridae,Sextaecvirus
1963,1963,Staphylococcus~prophage~phiPV83,65,RefSeq-85,Caudovirales,Siphoviridae,
1964,1964,Staphylococcus~virus~108PVL,59,RefSeq-85,Caudovirales,Siphoviridae,Biseptimavirus
1965,1965,Staphylococcus~virus~11,53,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
1966,1966,Staphylococcus~virus~13,49,RefSeq-85,Caudovirales,Siphoviridae,Biseptimavirus
1967,1967,Staphylococcus~virus~187,77,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
1968,1968,Staphylococcus~virus~29,67,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
1969,1969,Staphylococcus~virus~37,70,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
1970,1970,Staphylococcus~virus~3a,67,RefSeq-85,Caudovirales,Siphoviridae,Triavirus
1971,1971,Staphylococcus~virus~42e,79,RefSeq-85,Caudovirales,Siphoviridae,Triavirus
1972,1972,Staphylococcus~virus~47,65,RefSeq-85,Caudovirales,Siphoviridae,Triavirus
1973,1973,Staphylococcus~virus~52a,60,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
1974,1974,Staphylococcus~virus~53,74,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
1975,1975,Staphylococcus~virus~55,77,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
1976,1976,Staphylococcus~virus~69,69,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
1977,1977,Staphylococcus~virus~71,67,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
1978,1978,Staphylococcus~virus~77,69,RefSeq-85,Caudovirales,Siphoviridae,Biseptimavirus
1979,1979,Staphylococcus~virus~80,61,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
1980,1980,Staphylococcus~virus~80alpha,73,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
1981,1981,Staphylococcus~virus~85,71,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
1982,1982,Staphylococcus~virus~88,66,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
1983,1983,Staphylococcus~virus~92,64,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
1984,1984,Staphylococcus~virus~96,74,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
1985,1985,Staphylococcus~virus~CNPH82,65,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
1986,1986,Staphylococcus~virus~EW,77,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
1987,1987,Staphylococcus~virus~G1,214,RefSeq-85,Caudovirales,Myoviridae,Kayvirus
1988,1988,Staphylococcus~virus~IPLA35,62,RefSeq-85,Caudovirales,Siphoviridae,Triavirus
1989,1989,Staphylococcus~virus~IPLA5,66,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
1990,1990,Staphylococcus~virus~IPLA7,59,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
1991,1991,Staphylococcus~virus~IPLA88,60,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
1992,1992,Staphylococcus~virus~K,233,RefSeq-85,Caudovirales,Myoviridae,Kayvirus
1993,1993,Staphylococcus~virus~PH15,68,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
1994,1994,Staphylococcus~virus~SA11,186,RefSeq-85,Caudovirales,Myoviridae,Silviavirus
1995,1995,Staphylococcus~virus~SAP26,63,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
1996,1996,Staphylococcus~virus~X2,77,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
1997,1997,Staphylococcus~virus~phi12,49,RefSeq-85,Caudovirales,Siphoviridae,Triavirus
1998,1998,Staphylococcus~virus~phiETA,66,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
1999,1999,Staphylococcus~virus~phiETA2,69,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
2000,2000,Staphylococcus~virus~phiETA3,68,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
2001,2001,Staphylococcus~virus~phiMR11,67,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
2002,2002,Staphylococcus~virus~phiMR25,70,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
2003,2003,Staphylococcus~virus~phiNM2,66,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
2004,2004,Staphylococcus~virus~phiNM4,68,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
2005,2005,Staphylococcus~virus~phiSLT,61,RefSeq-85,Caudovirales,Siphoviridae,Triavirus
2006,2006,Stenotrophomonas~phage~IME13,178,RefSeq-85,Caudovirales,Myoviridae,Secunda5virus
2007,2007,Stenotrophomonas~phage~IME15,45,RefSeq-85,Caudovirales,Podoviridae,
2008,2008,Stenotrophomonas~phage~S1,48,RefSeq-85,Caudovirales,Siphoviridae,
2009,2009,Stenotrophomonas~phage~SMA7,10,RefSeq-85,,Inoviridae,
2010,2010,Stenotrophomonas~phage~SMA9,7,RefSeq-85,,Inoviridae,
2011,2011,Stenotrophomonas~phage~Smp131,46,RefSeq-85,Caudovirales,Myoviridae,
2012,2012,Stenotrophomonas~phage~phiSHP2,9,RefSeq-85,,Inoviridae,
2013,2013,Stenotrophomonas~phage~vB_SmaS-DLP_2,58,RefSeq-85,Caudovirales,Siphoviridae,
2014,2014,Streptococcus~phage~20617,65,RefSeq-85,,,
2015,2015,Streptococcus~phage~315.1,56,RefSeq-85,Caudovirales,Podoviridae,
2016,2016,Streptococcus~phage~315.2,60,RefSeq-85,Caudovirales,Podoviridae,
2017,2017,Streptococcus~phage~315.3,52,RefSeq-85,Caudovirales,Podoviridae,
2018,2018,Streptococcus~phage~315.4,64,RefSeq-85,Caudovirales,Podoviridae,
2019,2019,Streptococcus~phage~315.5,55,RefSeq-85,,,
2020,2020,Streptococcus~phage~315.6,51,RefSeq-85,Caudovirales,Podoviridae,
2021,2021,Streptococcus~phage~5093,48,RefSeq-85,Caudovirales,Siphoviridae,
2022,2022,Streptococcus~phage~A25,46,RefSeq-85,Caudovirales,Podoviridae,
2023,2023,Streptococcus~phage~APCM01,37,RefSeq-85,Caudovirales,Siphoviridae,
2024,2024,Streptococcus~phage~C1,20,RefSeq-85,Caudovirales,Podoviridae,P68virus
2025,2025,Streptococcus~phage~Cp-1,25,RefSeq-85,Caudovirales,Podoviridae,Cp1virus
2026,2026,Streptococcus~phage~DCC1738,56,RefSeq-85,,,
2027,2027,Streptococcus~phage~Dp-1,72,RefSeq-85,Caudovirales,Siphoviridae,
2028,2028,Streptococcus~phage~EJ-1,73,RefSeq-85,Caudovirales,Myoviridae,
2029,2029,Streptococcus~phage~IC1,49,RefSeq-85,,,
2030,2030,Streptococcus~phage~K13,53,RefSeq-85,,,
2031,2031,Streptococcus~phage~M102,41,RefSeq-85,Caudovirales,Siphoviridae,
2032,2032,Streptococcus~phage~M102AD,40,RefSeq-85,Caudovirales,Siphoviridae,
2033,2033,Streptococcus~phage~MM1,53,RefSeq-85,Caudovirales,Siphoviridae,
2034,2034,Streptococcus~phage~P9,53,RefSeq-85,Caudovirales,Siphoviridae,
2035,2035,Streptococcus~phage~PH10,54,RefSeq-85,Caudovirales,Siphoviridae,
2036,2036,Streptococcus~phage~PH15,60,RefSeq-85,Caudovirales,Siphoviridae,
2037,2037,Streptococcus~phage~SM1,56,RefSeq-85,Caudovirales,Siphoviridae,
2038,2038,Streptococcus~phage~SMP,48,RefSeq-85,Caudovirales,Siphoviridae,
2039,2039,Streptococcus~phage~SPQS1,104,RefSeq-85,Caudovirales,Siphoviridae,Sap6virus
2040,2040,Streptococcus~phage~SpSL1,50,RefSeq-85,Caudovirales,Siphoviridae,
2041,2041,Streptococcus~phage~Str-PAP-1,57,RefSeq-85,Caudovirales,Podoviridae,
2042,2042,Streptococcus~phage~T12,65,RefSeq-85,Caudovirales,Podoviridae,
2043,2043,Streptococcus~phage~TP-778L,52,RefSeq-85,Caudovirales,Siphoviridae,
2044,2044,Streptococcus~phage~TP-J34,60,RefSeq-85,Caudovirales,Siphoviridae,
2045,2045,Streptococcus~phage~YMC-2011,55,RefSeq-85,Caudovirales,Siphoviridae,
2046,2046,Streptococcus~phage~phi3396,64,RefSeq-85,Caudovirales,Siphoviridae,
2047,2047,Streptococcus~phage~phiARI0004,48,RefSeq-85,,,
2048,2048,Streptococcus~phage~phiARI0031,51,RefSeq-85,,,
2049,2049,Streptococcus~phage~phiARI0131-1,53,RefSeq-85,,,
2050,2050,Streptococcus~phage~phiARI0131-2,37,RefSeq-85,,,
2051,2051,Streptococcus~phage~phiARI0460-1,51,RefSeq-85,,,
2052,2052,Streptococcus~phage~phiARI0462,51,RefSeq-85,,,
2053,2053,Streptococcus~phage~phiARI0468-1,48,RefSeq-85,,,
2054,2054,Streptococcus~phage~phiARI0468-2,49,RefSeq-85,,,
2055,2055,Streptococcus~phage~phiARI0468-4,49,RefSeq-85,,,
2056,2056,Streptococcus~phage~phiARI0746,42,RefSeq-85,,,
2057,2057,Streptococcus~phage~phiARI0923,35,RefSeq-85,,,
2058,2058,Streptococcus~phage~phiBHN167,49,RefSeq-85,,,
2059,2059,Streptococcus~phage~phiNJ2,55,RefSeq-85,Caudovirales,Siphoviridae,
2060,2060,Streptococcus~virus~2972,44,RefSeq-85,Caudovirales,Siphoviridae,Sfi11virus
2061,2061,Streptococcus~virus~7201,46,RefSeq-85,Caudovirales,Siphoviridae,Sfi21dt1virus
2062,2062,Streptococcus~virus~858,46,RefSeq-85,Caudovirales,Siphoviridae,Sfi11virus
2063,2063,Streptococcus~virus~9871,49,RefSeq-85,,,
2064,2064,Streptococcus~virus~9872,49,RefSeq-85,,,
2065,2065,Streptococcus~virus~9874,48,RefSeq-85,,,
2066,2066,Streptococcus~virus~ALQ132,44,RefSeq-85,Caudovirales,Siphoviridae,Sfi11virus
2067,2067,Streptococcus~virus~DT1,45,RefSeq-85,Caudovirales,Siphoviridae,Sfi21dt1virus
2068,2068,Streptococcus~virus~O1205,57,RefSeq-85,Caudovirales,Siphoviridae,Sfi11virus
2069,2069,Streptococcus~virus~Sfi11,51,RefSeq-85,Caudovirales,Siphoviridae,Sfi11virus
2070,2070,Streptococcus~virus~Sfi19,45,RefSeq-85,Caudovirales,Siphoviridae,Sfi21dt1virus
2071,2071,Streptococcus~virus~Sfi21,50,RefSeq-85,Caudovirales,Siphoviridae,Sfi21dt1virus
2072,2072,Streptococcus~virus~phiAbc2,48,RefSeq-85,Caudovirales,Siphoviridae,Sfi21dt1virus
2073,2073,Streptomyce~phage~TG1,54,RefSeq-85,Caudovirales,Siphoviridae,Phic31virus
2074,2074,Streptomyces~phage~Amela,75,RefSeq-85,Caudovirales,Siphoviridae,Camvirus
2075,2075,Streptomyces~phage~Caliburn,72,RefSeq-85,Caudovirales,Siphoviridae,Likavirus
2076,2076,Streptomyces~phage~Izzy,75,RefSeq-85,Caudovirales,Siphoviridae,Likavirus
2077,2077,Streptomyces~phage~Jay2Jay,235,RefSeq-85,Caudovirales,Siphoviridae,
2078,2078,Streptomyces~phage~Lannister,73,RefSeq-85,Caudovirales,Siphoviridae,Likavirus
2079,2079,Streptomyces~phage~Lika,75,RefSeq-85,Caudovirales,Siphoviridae,Likavirus
2080,2080,Streptomyces~phage~Nanodon,75,RefSeq-85,,,
2081,2081,Streptomyces~phage~R4,86,RefSeq-85,Caudovirales,Siphoviridae,R4virus
2082,2082,Streptomyces~phage~SF1,52,RefSeq-85,Caudovirales,Siphoviridae,
2083,2083,Streptomyces~phage~SF3,90,RefSeq-85,Caudovirales,Siphoviridae,
2084,2084,Streptomyces~phage~SV1,55,RefSeq-85,Caudovirales,Siphoviridae,
2085,2085,Streptomyces~phage~Sujidade,77,RefSeq-85,Caudovirales,Siphoviridae,Likavirus
2086,2086,Streptomyces~phage~TP1604,71,RefSeq-85,Caudovirales,Siphoviridae,Ydn12virus
2087,2087,Streptomyces~phage~VWB,61,RefSeq-85,Caudovirales,Siphoviridae,
2088,2088,Streptomyces~phage~YDN12,70,RefSeq-85,Caudovirales,Siphoviridae,Ydn12virus
2089,2089,Streptomyces~phage~Zemlya,76,RefSeq-85,Caudovirales,Siphoviridae,Likavirus
2090,2090,Streptomyces~phage~mu1/6,52,RefSeq-85,Caudovirales,Siphoviridae,
2091,2091,Streptomyces~phage~phiHau3,72,RefSeq-85,Caudovirales,Siphoviridae,
2092,2092,Streptomyces~phage~phiSAJS1,72,RefSeq-85,Caudovirales,Siphoviridae,
2093,2093,Streptomyces~phage~phiSASD1,43,RefSeq-85,Caudovirales,Siphoviridae,
2094,2094,Streptomyces~virus~phiBT1,55,RefSeq-85,Caudovirales,Siphoviridae,Phic31virus
2095,2095,Streptomyces~virus~phiC31,54,RefSeq-85,Caudovirales,Siphoviridae,Phic31virus
2096,2096,Stx2-converting~phage~1717,77,RefSeq-85,Caudovirales,Siphoviridae,
2097,2097,Stx2-converting~phage~86,81,RefSeq-85,Caudovirales,Podoviridae,
2098,2098,Stygiolobus~rod-shaped~virus,37,RefSeq-85,Ligamenvirales,Rudiviridae,
2099,2099,Sulfitobacter~phage~EE36phi1,79,RefSeq-85,Caudovirales,Podoviridae,
2100,2100,Sulfitobacter~phage~NYA-2014a,71,RefSeq-85,,,
2101,2101,Sulfitobacter~phage~pCB2047-A,72,RefSeq-85,,,
2102,2102,Sulfitobacter~phage~pCB2047-C,73,RefSeq-85,,,
2103,2103,Sulfitobacter~phage~phiCB2047-B,75,RefSeq-85,Caudovirales,Podoviridae,
2104,2104,Sulfolobales~Mexican~fusellovirus~1,24,RefSeq-85,,Fuselloviridae,
2105,2105,Sulfolobales~Mexican~rudivirus~1,37,RefSeq-85,Ligamenvirales,Rudiviridae,
2106,2106,Sulfolobales~Virus~YNP2,60,RefSeq-85,,,
2107,2107,Sulfolobales~virus~YNP1,71,RefSeq-85,,,
2108,2108,Sulfolobus~islandicus~filamentous~virus,73,RefSeq-85,Ligamenvirales,Lipothrixviridae,Betalipothrixvirus
2109,2109,Sulfolobus~islandicus~rod-shaped~virus~1,45,RefSeq-85,Ligamenvirales,Rudiviridae,Rudivirus
2110,2110,Sulfolobus~islandicus~rod-shaped~virus~10,49,RefSeq-85,,,
2111,2111,Sulfolobus~islandicus~rod-shaped~virus~11,50,RefSeq-85,,,
2112,2112,Sulfolobus~islandicus~rod-shaped~virus~2,54,RefSeq-85,Ligamenvirales,Rudiviridae,Rudivirus
2113,2113,Sulfolobus~islandicus~rod-shaped~virus~4,54,RefSeq-85,,,
2114,2114,Sulfolobus~islandicus~rod-shaped~virus~5,57,RefSeq-85,,,
2115,2115,Sulfolobus~islandicus~rod-shaped~virus~6,56,RefSeq-85,,,
2116,2116,Sulfolobus~islandicus~rod-shaped~virus~7,52,RefSeq-85,,,
2117,2117,Sulfolobus~islandicus~rod-shaped~virus~8,61,RefSeq-85,,,
2118,2118,Sulfolobus~islandicus~rod-shaped~virus~9,58,RefSeq-85,,,
2119,2119,Sulfolobus~islandicus~rudivirus~3,45,RefSeq-85,,,
2120,2120,Sulfolobus~monocaudavirus~SMV1,51,RefSeq-85,,,
2121,2121,Sulfolobus~monocaudavirus~SMV2,65,RefSeq-85,,,
2122,2122,Sulfolobus~monocaudavirus~SMV3,87,RefSeq-85,,,
2123,2123,Sulfolobus~monocaudavirus~SMV4,68,RefSeq-85,,,
2124,2124,Sulfolobus~spindle-shaped~virus~1,31,RefSeq-85,,Fuselloviridae,Alphafusellovirus
2125,2125,Sulfolobus~spindle-shaped~virus~2,34,RefSeq-85,,Fuselloviridae,Alphafusellovirus
2126,2126,Sulfolobus~spindle-shaped~virus~4,34,RefSeq-85,,Fuselloviridae,Alphafusellovirus
2127,2127,Sulfolobus~spindle-shaped~virus~5,34,RefSeq-85,,Fuselloviridae,Alphafusellovirus
2128,2128,Sulfolobus~spindle-shaped~virus~6,33,RefSeq-85,,Fuselloviridae,Betafusellovirus
2129,2129,Sulfolobus~spindle-shaped~virus~7,33,RefSeq-85,,Fuselloviridae,Alphafusellovirus
2130,2130,Sulfolobus~turreted~icosahedral~virus~1,36,RefSeq-85,,Turriviridae,Alphaturrivirus
2131,2131,Sulfolobus~turreted~icosahedral~virus~2,34,RefSeq-85,,Turriviridae,Alphaturrivirus
2132,2132,Sulfolobus~virus~Kamchatka~1,31,RefSeq-85,,Fuselloviridae,Alphafusellovirus
2133,2133,Sulfolobus~virus~Ragged~Hills,37,RefSeq-85,,Fuselloviridae,Alphafusellovirus
2134,2134,Sulfolobus~virus~STSV1,74,RefSeq-85,,Bicaudaviridae,
2135,2135,Sulfolobus~virus~STSV2,75,RefSeq-85,,Bicaudaviridae,
2136,2136,Synechococcus~phage~ACG-2014b,217,RefSeq-85,Caudovirales,Myoviridae,
2137,2137,Synechococcus~phage~ACG-2014c,225,RefSeq-85,Caudovirales,Myoviridae,
2138,2138,Synechococcus~phage~ACG-2014d,218,RefSeq-85,Caudovirales,Myoviridae,
2139,2139,Synechococcus~phage~ACG-2014e,213,RefSeq-85,Caudovirales,Myoviridae,
2140,2140,Synechococcus~phage~ACG-2014f,292,RefSeq-85,Caudovirales,Myoviridae,
2141,2141,Synechococcus~phage~ACG-2014g,216,RefSeq-85,Caudovirales,Myoviridae,
2142,2142,Synechococcus~phage~ACG-2014h,221,RefSeq-85,Caudovirales,Myoviridae,
2143,2143,Synechococcus~phage~ACG-2014i,212,RefSeq-85,Caudovirales,Myoviridae,
